झ,ू,म,न,ा,$,V,PROG,MASC,SG,1,PRS	झ,ू,म, ,र,ह,ा, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,HAB,MASC,PL,1,PRS	झ,ू,म,त,े, ,ह,ै,ं
झ,ू,म,न,ा,$,V,MASC,SBJV,SG,1	म,ै,ं, ,झ,ू,म,ू,ँ,ग,ा
झ,ू,म,न,ा,$,V,PROG,FEM,SG,2,PRS	झ,ू,म, ,र,ह,ी, ,ह,ै
झ,ू,म,न,ा,$,V,PROG,FEM,PL,3,PST	झ,ू,म, ,र,ह,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,HAB,MASC,SG,3,PST	झ,ू,म,त,ा, ,थ,ा
झ,ू,म,न,ा,$,V,PROG,FEM,SBJV,SG,2	झ,ू,म, ,र,ह,ी, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,FEM,PL,1,LGSPEC4	झ,ू,म,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PROG,MASC,PL,2,PST	झ,ू,म, ,र,ह,े, ,थ,े
झ,ू,म,न,ा,$,V,IMP,PL,2,FORM	झ,ू,म,ि,ए
झ,ू,म,न,ा,$,V,PRF,MASC,SG,1,LGSPEC3	झ,ू,म,ा, ,ह,ू,ँ,ग,ा
झ,ू,म,न,ा,$,V,SBJV,SG,2	त,ू, ,झ,ू,म,े
झ,ू,म,न,ा,$,V,MASC,SBJV,PL,2	त,ु,म, ,झ,ू,म,ो,ग,े
झ,ू,म,न,ा,$,V,PROG,MASC,SG,3,LGSPEC3	झ,ू,म, ,र,ह,ा, ,ह,ो,ग,ा
झ,ू,म,न,ा,$,V,PRF,FEM,PL,3,PST	झ,ू,म,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,HAB,FEM,PL,2,LGSPEC4	झ,ू,म,त,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PROG,MASC,SBJV,PL,3	झ,ू,म, ,र,ह,े, ,ह,ो,ं
झ,ू,म,न,ा,$,V,PROG,FEM,PL,3,LGSPEC3	झ,ू,म, ,र,ह,ी, ,ह,ो,ं,ग,ी
झ,ू,म,न,ा,$,V,HAB,FEM,SG,1,PRS	झ,ू,म,त,ी, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,HAB,FEM,PL,3,PRS	झ,ू,म,त,ी, ,ह,ै,ं
झ,ू,म,न,ा,$,V,HAB,FEM,SG,1,LGSPEC4	झ,ू,म,त,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PROG,MASC,SG,3,LGSPEC4	झ,ू,म, ,र,ह,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PRF,MASC,PL,1,LGSPEC4	झ,ू,म,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,HAB,FEM,SG,3,LGSPEC3	झ,ू,म,त,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SBJV,SG,3	झ,ू,म, ,र,ह,ी, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,FEM,SBJV,SG,1	झ,ू,म,त,ी, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,FEM,SBJV,PL,2	त,ु,म, ,झ,ू,म,ो,ग,ी
झ,ू,म,न,ा,$,V,PROG,MASC,PL,1,PST	झ,ू,म, ,र,ह,े, ,थ,े
झ,ू,म,न,ा,$,V,MASC,SBJV,PL,3	य,े, ,झ,ू,म,े,ं,ग,े
झ,ू,म,न,ा,$,V,HAB,FEM,SG,2,PST	झ,ू,म,त,ी, ,थ,ी
झ,ू,म,न,ा,$,V,FEM,SBJV,PL,1	ह,म, ,झ,ू,म,े,ं,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SBJV,SG,1	झ,ू,म, ,र,ह,ी, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,PROG,MASC,SG,1,PST	झ,ू,म, ,र,ह,ा, ,थ,ा
झ,ू,म,न,ा,$,V,PROG,MASC,SBJV,SG,3	झ,ू,म, ,र,ह,ा, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,MASC,SG,2,PRS	झ,ू,म,त,ा, ,ह,ै
झ,ू,म,न,ा,$,V,FEM,SBJV,SG,2	त,ू, ,झ,ू,म,े,ग,ी
झ,ू,म,न,ा,$,V,SBJV,SG,3	य,ह, ,झ,ू,म,े
झ,ू,म,न,ा,$,V,PROG,FEM,PL,2,LGSPEC4	झ,ू,म, ,र,ह,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SG,2,LGSPEC4	झ,ू,म, ,र,ह,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PRF,FEM,PL,2,LGSPEC4	झ,ू,म,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PRF,MASC,SBJV,PL,1	झ,ू,म,े, ,ह,ो,ं
झ,ू,म,न,ा,$,V,HAB,MASC,PL,2,LGSPEC4	झ,ू,म,त,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,HAB,MASC,SBJV,SG,2	झ,ू,म,त,ा, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,MASC,SG,3,LGSPEC3	झ,ू,म,ा, ,ह,ो,ग,ा
झ,ू,म,न,ा,$,V,FEM,SBJV,SG,3	य,ह, ,झ,ू,म,े,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SG,1,PST	झ,ू,म, ,र,ह,ी, ,थ,ी
झ,ू,म,न,ा,$,V,PRF,MASC,SBJV,SG,3	झ,ू,म,ा, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,FEM,SBJV,SG,1	झ,ू,म,ी, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,HAB,MASC,PL,3,PST	झ,ू,म,त,े, ,थ,े
झ,ू,म,न,ा,$,V,HAB,FEM,SG,1,LGSPEC3	झ,ू,म,त,ी, ,ह,ू,ँ,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,PL,1,LGSPEC3	झ,ू,म, ,र,ह,ी, ,ह,ो,ं,ग,ी
झ,ू,म,न,ा,$,V,PROG,MASC,SG,2,LGSPEC3	झ,ू,म, ,र,ह,ा, ,ह,ो,ग,ा
झ,ू,म,न,ा,$,V,HAB,FEM,PL,3,LGSPEC3	झ,ू,म,त,ी, ,ह,ो,ं,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SG,1,LGSPEC4	झ,ू,म, ,र,ह,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,HAB,FEM,SBJV,PL,1	झ,ू,म,त,ी, ,ह,ो,ं
झ,ू,म,न,ा,$,V,PROG,FEM,SG,3,LGSPEC3	झ,ू,म, ,र,ह,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,PRF,FEM,SG,3,LGSPEC3	झ,ू,म,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,HAB,MASC,PL,1,LGSPEC4	झ,ू,म,त,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,PROG,MASC,PL,2,LGSPEC4	झ,ू,म, ,र,ह,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,PROG,MASC,PL,3,PST	झ,ू,म, ,र,ह,े, ,थ,े
झ,ू,म,न,ा,$,V,HAB,FEM,SG,2,LGSPEC3	झ,ू,म,त,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,PRF,FEM,SG,3,PST	झ,ू,म,ी, ,थ,ी
झ,ू,म,न,ा,$,V,PROG,MASC,SBJV,PL,2	झ,ू,म, ,र,ह,े, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,FEM,SG,2,PST	झ,ू,म,ी, ,थ,ी
झ,ू,म,न,ा,$,V,HAB,MASC,PL,2,LGSPEC3	झ,ू,म,त,े, ,ह,ो,ग,े
झ,ू,म,न,ा,$,V,PRF,FEM,PL,3,LGSPEC3	झ,ू,म,ी, ,ह,ो,ं,ग,ी
झ,ू,म,न,ा,$,V,SBJV,SG,1	म,ै,ं, ,झ,ू,म,ू,ँ
झ,ू,म,न,ा,$,V,PROG,FEM,PL,1,LGSPEC4	झ,ू,म, ,र,ह,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PRF,MASC,PL,3,PST	झ,ू,म,े, ,थ,े
झ,ू,म,न,ा,$,V,HAB,FEM,SBJV,PL,2	झ,ू,म,त,ी, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,MASC,PL,3,LGSPEC3	झ,ू,म,त,े, ,ह,ो,ं,ग,े
झ,ू,म,न,ा,$,V,PROG,FEM,PL,2,LGSPEC3	झ,ू,म, ,र,ह,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,PRF,FEM,PL,1,LGSPEC3	झ,ू,म,ी, ,ह,ो,ं,ग,ी
झ,ू,म,न,ा,$,V,HAB,FEM,PL,3,PST	झ,ू,म,त,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,HAB,FEM,SG,3,PST	झ,ू,म,त,ी, ,थ,ी
झ,ू,म,न,ा,$,V,MASC,SBJV,PL,1	ह,म, ,झ,ू,म,े,ं,ग,े
झ,ू,म,न,ा,$,V,PROG,MASC,SG,1,LGSPEC4	झ,ू,म, ,र,ह,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PROG,FEM,SG,3,PST	झ,ू,म, ,र,ह,ी, ,थ,ी
झ,ू,म,न,ा,$,V,MASC,SBJV,SG,3	य,ह, ,झ,ू,म,े,ग,ा
झ,ू,म,न,ा,$,V,HAB,MASC,PL,1,LGSPEC3	झ,ू,म,त,े, ,ह,ो,ं,ग,े
झ,ू,म,न,ा,$,V,HAB,MASC,SG,2,PST	झ,ू,म,त,ा, ,थ,ा
झ,ू,म,न,ा,$,V,PRF,MASC,SG,3,PRS	झ,ू,म,ा, ,ह,ै
झ,ू,म,न,ा,$,V,PRF,FEM,PL,1,PRS	झ,ू,म,ी, ,ह,ै,ं
झ,ू,म,न,ा,$,V,PROG,MASC,SG,3,PRS	झ,ू,म, ,र,ह,ा, ,ह,ै
झ,ू,म,न,ा,$,V,HAB,FEM,SG,1,PST	झ,ू,म,त,ी, ,थ,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SG,2,LGSPEC3	झ,ू,म, ,र,ह,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,MASC,SBJV,SG,2	त,ू, ,झ,ू,म,े,ग,ा
झ,ू,म,न,ा,$,V,PRF,FEM,PL,3,PRS	झ,ू,म,ी, ,ह,ै,ं
झ,ू,म,न,ा,$,V,PRF,FEM,SG,3,PRS	झ,ू,म,ी, ,ह,ै
झ,ू,म,न,ा,$,V,HAB,MASC,PL,2,PST	झ,ू,म,त,े, ,थ,े
झ,ू,म,न,ा,$,V,PROG,MASC,SG,2,LGSPEC4	झ,ू,म, ,र,ह,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PRF,MASC,PL,3,LGSPEC3	झ,ू,म,े, ,ह,ो,ं,ग,े
झ,ू,म,न,ा,$,V,PROG,MASC,PL,1,LGSPEC4	झ,ू,म, ,र,ह,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,HAB,MASC,SBJV,PL,1	झ,ू,म,त,े, ,ह,ो,ं
झ,ू,म,न,ा,$,V,PROG,MASC,SG,1,LGSPEC3	झ,ू,म, ,र,ह,ा, ,ह,ू,ँ,ग,ा
झ,ू,म,न,ा,$,V,PROG,MASC,PL,2,LGSPEC3	झ,ू,म, ,र,ह,े, ,ह,ो,ग,े
झ,ू,म,न,ा,$,V,HAB,MASC,SG,3,LGSPEC3	झ,ू,म,त,ा, ,ह,ो,ग,ा
झ,ू,म,न,ा,$,V,PRF,FEM,SBJV,SG,3	झ,ू,म,ी, ,ह,ो
झ,ू,म,न,ा,$,V,PROG,FEM,SBJV,PL,1	झ,ू,म, ,र,ह,ी, ,ह,ो,ं
झ,ू,म,न,ा,$,V,PROG,MASC,SBJV,SG,1	झ,ू,म, ,र,ह,ा, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,HAB,MASC,SG,3,PRS	झ,ू,म,त,ा, ,ह,ै
झ,ू,म,न,ा,$,V,HAB,MASC,SG,2,LGSPEC3	झ,ू,म,त,ा, ,ह,ो,ग,ा
झ,ू,म,न,ा,$,V,PRF,MASC,PL,3,LGSPEC4	झ,ू,म,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,FEM,SBJV,SG,1	म,ै,ं, ,झ,ू,म,ू,ँ,ग,ी
झ,ू,म,न,ा,$,V,HAB,FEM,SG,2,PRS	झ,ू,म,त,ी, ,ह,ै
झ,ू,म,न,ा,$,V,PRF,FEM,SBJV,PL,2	झ,ू,म,ी, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,MASC,PL,3,PRS	झ,ू,म,े, ,ह,ै,ं
झ,ू,म,न,ा,$,V,PRF,MASC,SBJV,PL,3	झ,ू,म,े, ,ह,ो,ं
झ,ू,म,न,ा,$,V,HAB,FEM,PL,2,PST	झ,ू,म,त,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,IMP,SG,2,INFM	झ,ू,म
झ,ू,म,न,ा,$,V,PRF,MASC,SG,2,PRS	झ,ू,म,ा, ,ह,ै
झ,ू,म,न,ा,$,V,PRF,FEM,SG,1,PRS	झ,ू,म,ी, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,PROG,MASC,PL,3,LGSPEC4	झ,ू,म, ,र,ह,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,HAB,MASC,SG,2,LGSPEC4	झ,ू,म,त,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PRF,MASC,SG,1,PST	झ,ू,म,ा, ,थ,ा
झ,ू,म,न,ा,$,V,HAB,FEM,PL,2,PRS	झ,ू,म,त,ी, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,FEM,PL,1,PST	झ,ू,म,त,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,PRF,MASC,SG,2,PST	झ,ू,म,ा, ,थ,ा
झ,ू,म,न,ा,$,V,PROG,MASC,PL,3,PRS	झ,ू,म, ,र,ह,े, ,ह,ै,ं
झ,ू,म,न,ा,$,V,HAB,MASC,SBJV,SG,1	झ,ू,म,त,ा, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,SBJV,PL,1	ह,म, ,झ,ू,म,े,ं
झ,ू,म,न,ा,$,V,PRF,FEM,SBJV,PL,3	झ,ू,म,ी, ,ह,ो,ं
झ,ू,म,न,ा,$,V,HAB,MASC,SBJV,PL,2	झ,ू,म,त,े, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,MASC,SG,1,PRS	झ,ू,म,त,ा, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,PROG,MASC,PL,1,LGSPEC3	झ,ू,म, ,र,ह,े, ,ह,ो,ं,ग,े
झ,ू,म,न,ा,$,V,PRF,MASC,PL,2,LGSPEC3	झ,ू,म,े, ,ह,ो,ग,े
झ,ू,म,न,ा,$,V,HAB,FEM,PL,2,LGSPEC3	झ,ू,म,त,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,HAB,MASC,SBJV,PL,3	झ,ू,म,त,े, ,ह,ो,ं
झ,ू,म,न,ा,$,V,PROG,MASC,PL,1,PRS	झ,ू,म, ,र,ह,े, ,ह,ै,ं
झ,ू,म,न,ा,$,V,HAB,FEM,PL,3,LGSPEC4	झ,ू,म,त,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SG,3,PRS	झ,ू,म, ,र,ह,ी, ,ह,ै
झ,ू,म,न,ा,$,V,PRF,MASC,SG,3,LGSPEC4	झ,ू,म,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PRF,MASC,SBJV,SG,1	झ,ू,म,ा, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,PRF,FEM,SBJV,SG,2	झ,ू,म,ी, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,MASC,PL,2,LGSPEC4	झ,ू,म,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,HAB,FEM,SG,3,LGSPEC4	झ,ू,म,त,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,IMP,SG,2,FORM	झ,ू,म,ो
झ,ू,म,न,ा,$,V,PRF,MASC,PL,2,PST	झ,ू,म,े, ,थ,े
झ,ू,म,न,ा,$,V,HAB,FEM,SG,3,PRS	झ,ू,म,त,ी, ,ह,ै
झ,ू,म,न,ा,$,V,PRF,FEM,PL,3,LGSPEC4	झ,ू,म,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PRF,FEM,PL,1,PST	झ,ू,म,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,HAB,FEM,PL,1,PRS	झ,ू,म,त,ी, ,ह,ै,ं
झ,ू,म,न,ा,$,V,PROG,MASC,PL,3,LGSPEC3	झ,ू,म, ,र,ह,े, ,ह,ो,ं,ग,े
झ,ू,म,न,ा,$,V,HAB,MASC,SG,1,LGSPEC4	झ,ू,म,त,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PRF,FEM,SG,1,LGSPEC4	झ,ू,म,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PROG,FEM,SG,1,PRS	झ,ू,म, ,र,ह,ी, ,ह,ू,ँ
झ,ू,म,न,ा,$,V,PROG,FEM,SG,3,LGSPEC4	झ,ू,म, ,र,ह,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,HAB,MASC,SBJV,SG,3	झ,ू,म,त,ा, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,MASC,SG,1,PST	झ,ू,म,त,ा, ,थ,ा
झ,ू,म,न,ा,$,V,PRF,FEM,SG,3,LGSPEC4	झ,ू,म,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,PRF,MASC,SBJV,PL,2	झ,ू,म,े, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,FEM,PL,2,PRS	झ,ू,म,ी, ,ह,ो
झ,ू,म,न,ा,$,V,PROG,MASC,SBJV,SG,2	झ,ू,म, ,र,ह,ा, ,ह,ो
झ,ू,म,न,ा,$,V,PROG,FEM,SBJV,PL,2	झ,ू,म, ,र,ह,ी, ,ह,ो
झ,ू,म,न,ा,$,V,PRF,FEM,PL,2,PST	झ,ू,म,ी, ,थ,ी,ं
झ,ू,म,न,ा,$,V,PRF,MASC,SG,2,LGSPEC4	झ,ू,म,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,HAB,FEM,PL,1,LGSPEC3	झ,ू,म,त,ी, ,ह,ो,ं,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,PL,3,LGSPEC4	झ,ू,म, ,र,ह,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,FEM,SBJV,PL,3	य,े, ,झ,ू,म,े,ं,ग,ी
झ,ू,म,न,ा,$,V,HAB,MASC,PL,3,LGSPEC4	झ,ू,म,त,े, ,ह,ो,त,े
झ,ू,म,न,ा,$,V,PRF,MASC,SG,3,PST	झ,ू,म,ा, ,थ,ा
झ,ू,म,न,ा,$,V,SBJV,PL,3	य,े, ,झ,ू,म,े,ं
झ,ू,म,न,ा,$,V,PRF,FEM,SG,2,LGSPEC4	झ,ू,म,ी, ,ह,ो,त,ी
झ,ू,म,न,ा,$,V,HAB,MASC,PL,3,PRS	झ,ू,म,त,े, ,ह,ै,ं
झ,ू,म,न,ा,$,V,PROG,FEM,SG,2,PST	झ,ू,म, ,र,ह,ी, ,थ,ी
झ,ू,म,न,ा,$,V,SBJV,PL,2	त,ु,म, ,झ,ू,म,ो
झ,ू,म,न,ा,$,V,PRF,MASC,SG,1,LGSPEC4	झ,ू,म,ा, ,ह,ो,त,ा
झ,ू,म,न,ा,$,V,PRF,FEM,PL,2,LGSPEC3	झ,ू,म,ी, ,ह,ो,ग,ी
झ,ू,म,न,ा,$,V,PROG,FEM,PL,2,PRS	झ,ू,म, ,र,ह,ी, ,ह,ो
झ,ू,म,न,ा,$,V,HAB,MASC,PL,1,PST	झ,ू,म,त,े, ,थ,े
झ,ू,म,न,ा,$,V,PROG,FEM,PL,1,PST	झ,ू,म, ,र,ह,ी, ,थ,ी,ं
ज,ा,न,न,ा,$,V,PROG,FEM,PL,2,PRS	ज,ा,न, ,र,ह,ी, ,ह,ो
ज,ा,न,न,ा,$,V,PRF,FEM,PL,3,PRS	ज,ा,न,ी, ,ह,ै,ं
ज,ा,न,न,ा,$,V,PROG,MASC,SG,3,LGSPEC4	ज,ा,न, ,र,ह,ा, ,ह,ो,त,ा
ज,ा,न,न,ा,$,V,PRF,MASC,PL,2,LGSPEC3	ज,ा,न,े, ,ह,ो,ग,े
ज,ा,न,न,ा,$,V,HAB,MASC,SBJV,PL,3	ज,ा,न,त,े, ,ह,ो,ं
ज,ा,न,न,ा,$,V,PROG,FEM,SBJV,SG,1	ज,ा,न, ,र,ह,ी, ,ह,ू,ँ
ज,ा,न,न,ा,$,V,HAB,FEM,SBJV,PL,3	ज,ा,न,त,ी, ,ह,ो,ं
ज,ा,न,न,ा,$,V,PROG,FEM,SBJV,SG,3	ज,ा,न, ,र,ह,ी, ,ह,ो
ज,ा,न,न,ा,$,V,PROG,FEM,SG,1,PRS	ज,ा,न, ,र,ह,ी, ,ह,ू,ँ
ज,ा,न,न,ा,$,V,PROG,FEM,PL,3,LGSPEC3	ज,ा,न, ,र,ह,ी, ,ह,ो,ं,ग,ी
ज,ा,न,न,ा,$,V,HAB,FEM,PL,3,PST	ज,ा,न,त,ी, ,थ,ी,ं
ज,ा,न,न,ा,$,V,PRF,FEM,PL,1,PST	ज,ा,न,ी, ,थ,ी,ं
ज,ा,न,न,ा,$,V,PRF,MASC,SBJV,PL,2	ज,ा,न,े, ,ह,ो
ज,ा,न,न,ा,$,V,HAB,FEM,PL,3,LGSPEC4	ज,ा,न,त,ी, ,ह,ो,त,ी
ज,ा,न,न,ा,$,V,HAB,FEM,SBJV,SG,1	ज,ा,न,त,ी, ,ह,ू,ँ
ज,ा,न,न,ा,$,V,PRF,MASC,PL,1,LGSPEC3	ज,ा,न,े, ,ह,ो,ं,ग,े
ज,ा,न,न,ा,$,V,HAB,MASC,SG,2,LGSPEC3	ज,ा,न,त,ा, ,ह,ो,ग,ा
ज,ा,न,न,ा,$,V,HAB,MASC,SBJV,SG,1	ज,ा,न,त,ा, ,ह,ू,ँ
ज,ा,न,न,ा,$,V,MASC,SBJV,PL,3	य,े, ,ज,ा,न,े,ं,ग,े
ज,ा,न,न,ा,$,V,IMP,SG,2,FORM	ज,ा,न,ो
ज,ा,न,न,ा,$,V,PRF,FEM,PL,3,LGSPEC3	ज,ा,न,ी, ,ह,ो,ं,ग,ी
ज,ा,न,न,ा,$,V,HAB,MASC,SG,1,PRS	ज,ा,न,त,ा, ,ह,ू,ँ
ज,ा,न,न,ा,$,V,PRF,MASC,SG,3,PRS	ज,ा,न,ा, ,ह,ै
ज,ा,न,न,ा,$,V,HAB,FEM,SG,3,PST	ज,ा,न,त,ी, ,थ,ी
ज,ा,न,न,ा,$,V,HAB,FEM,SG,1,LGSPEC3	ज,ा,न,त,ी, ,ह,ू,ँ,ग,ी
ज,ा,न,न,ा,$,V,PROG,MASC,SG,3,PST	ज,ा,न, ,र,ह,ा, ,थ,ा
ज,ा,न,न,ा,$,V,PROG,MASC,PL,2,PST	ज,ा,न, ,र,ह,े, ,थ,े
ज,ा,न,न,ा,$,V,HAB,MASC,SG,2,PST	ज,ा,न,त,ा, ,थ,ा
ज,ा,न,न,ा,$,V,PRF,FEM,PL,2,PRS	ज,ा,न,ी, ,ह,ो
ज,ा,न,न,ा,$,V,PROG,FEM,SG,1,LGSPEC4	ज,ा,न, ,र,ह,ी, ,ह,ो,त,ी
ज,ा,न,न,ा,$,V,PRF,MASC,SBJV,PL,3	ज,ा,न,े, ,ह,ो,ं
ज,ा,न,न,ा,$,V,HAB,FEM,SG,3,LGSPEC4	ज,ा,न,त,ी, ,ह,ो,त,ी
ज,ा,न,न,ा,$,V,PRF,FEM,PL,1,PRS	ज,ा,न,ी, ,ह,ै,ं
